[2024-08-26 16:22:57,135][    INFO] {'backbone': 'dinov2_small',
 'batch_size': 4,
 'conf_thresh': 0.95,
 'config': 'configs/ade20k.yaml',
 'criterion': {'kwargs': {'ignore_index': 255}, 'name': 'CELoss'},
 'crop_size': 518,
 'data_root': '/home/bingxing2/lihe/data/ADE20K',
 'dataset': 'ade20k',
 'epochs': 60,
 'labeled_id_path': 'splits/ade20k/1_8/labeled.txt',
 'local_rank': 0,
 'lock_backbone': False,
 'lr': 5e-06,
 'lr_multi': 40.0,
 'model': 'dpt',
 'nclass': 150,
 'ngpus': 4,
 'port': 25834,
 'save_path': 'exp/ade20k/supervised/dinov2_small/1_8',
 'unlabeled_id_path': 'splits/ade20k/1_8/unlabeled.txt'}

[2024-08-26 16:22:58,484][    INFO] Total params: 24.8M

[2024-08-26 16:22:59,979][    INFO] ===========> Epoch: 0, LR: 0.0000050, Previous best: 0.00
[2024-08-26 16:23:02,215][    INFO] Iters: 0, Total loss: 5.037
[2024-08-26 16:23:10,255][    INFO] Iters: 46, Total loss: 3.115
[2024-08-26 16:23:18,216][    INFO] Iters: 92, Total loss: 2.657
[2024-08-26 16:23:26,182][    INFO] Iters: 138, Total loss: 2.417
[2024-08-26 16:23:34,148][    INFO] Iters: 184, Total loss: 2.149
[2024-08-26 16:23:42,117][    INFO] Iters: 230, Total loss: 2.016
[2024-08-26 16:23:50,084][    INFO] Iters: 276, Total loss: 1.898
[2024-08-26 16:23:58,050][    INFO] Iters: 322, Total loss: 1.792
[2024-08-26 16:24:06,022][    INFO] Iters: 368, Total loss: 1.727
[2024-08-26 16:25:29,016][    INFO] ***** Evaluation ***** >>>> Class [0 wall] IoU: 64.80
[2024-08-26 16:25:29,016][    INFO] ***** Evaluation ***** >>>> Class [1 building] IoU: 71.95
[2024-08-26 16:25:29,016][    INFO] ***** Evaluation ***** >>>> Class [2 sky] IoU: 90.81
[2024-08-26 16:25:29,016][    INFO] ***** Evaluation ***** >>>> Class [3 floor] IoU: 67.68
[2024-08-26 16:25:29,016][    INFO] ***** Evaluation ***** >>>> Class [4 tree] IoU: 59.08
[2024-08-26 16:25:29,017][    INFO] ***** Evaluation ***** >>>> Class [5 ceiling] IoU: 76.01
[2024-08-26 16:25:29,017][    INFO] ***** Evaluation ***** >>>> Class [6 road] IoU: 71.34
[2024-08-26 16:25:29,017][    INFO] ***** Evaluation ***** >>>> Class [7 bed ] IoU: 75.37
[2024-08-26 16:25:29,017][    INFO] ***** Evaluation ***** >>>> Class [8 windowpane] IoU: 42.43
[2024-08-26 16:25:29,017][    INFO] ***** Evaluation ***** >>>> Class [9 grass] IoU: 48.81
[2024-08-26 16:25:29,017][    INFO] ***** Evaluation ***** >>>> Class [10 cabinet] IoU: 36.40
[2024-08-26 16:25:29,017][    INFO] ***** Evaluation ***** >>>> Class [11 sidewalk] IoU: 41.97
[2024-08-26 16:25:29,017][    INFO] ***** Evaluation ***** >>>> Class [12 person] IoU: 67.86
[2024-08-26 16:25:29,017][    INFO] ***** Evaluation ***** >>>> Class [13 earth] IoU: 26.81
[2024-08-26 16:25:29,017][    INFO] ***** Evaluation ***** >>>> Class [14 door] IoU: 30.01
[2024-08-26 16:25:29,017][    INFO] ***** Evaluation ***** >>>> Class [15 table] IoU: 29.10
[2024-08-26 16:25:29,017][    INFO] ***** Evaluation ***** >>>> Class [16 mountain] IoU: 40.94
[2024-08-26 16:25:29,017][    INFO] ***** Evaluation ***** >>>> Class [17 plant] IoU: 25.90
[2024-08-26 16:25:29,017][    INFO] ***** Evaluation ***** >>>> Class [18 curtain] IoU: 46.82
[2024-08-26 16:25:29,017][    INFO] ***** Evaluation ***** >>>> Class [19 chair] IoU: 31.05
[2024-08-26 16:25:29,017][    INFO] ***** Evaluation ***** >>>> Class [20 car] IoU: 67.52
[2024-08-26 16:25:29,017][    INFO] ***** Evaluation ***** >>>> Class [21 water] IoU: 51.03
[2024-08-26 16:25:29,017][    INFO] ***** Evaluation ***** >>>> Class [22 painting] IoU: 46.84
[2024-08-26 16:25:29,017][    INFO] ***** Evaluation ***** >>>> Class [23 sofa] IoU: 42.15
[2024-08-26 16:25:29,017][    INFO] ***** Evaluation ***** >>>> Class [24 shelf] IoU: 25.93
[2024-08-26 16:25:29,017][    INFO] ***** Evaluation ***** >>>> Class [25 house] IoU: 29.11
[2024-08-26 16:25:29,017][    INFO] ***** Evaluation ***** >>>> Class [26 sea] IoU: 47.27
[2024-08-26 16:25:29,017][    INFO] ***** Evaluation ***** >>>> Class [27 mirror] IoU: 15.40
[2024-08-26 16:25:29,017][    INFO] ***** Evaluation ***** >>>> Class [28 rug] IoU: 35.34
[2024-08-26 16:25:29,017][    INFO] ***** Evaluation ***** >>>> Class [29 field] IoU: 15.78
[2024-08-26 16:25:29,017][    INFO] ***** Evaluation ***** >>>> Class [30 armchair] IoU: 1.27
[2024-08-26 16:25:29,018][    INFO] ***** Evaluation ***** >>>> Class [31 seat] IoU: 29.42
[2024-08-26 16:25:29,018][    INFO] ***** Evaluation ***** >>>> Class [32 fence] IoU: 3.07
[2024-08-26 16:25:29,018][    INFO] ***** Evaluation ***** >>>> Class [33 desk] IoU: 3.49
[2024-08-26 16:25:29,018][    INFO] ***** Evaluation ***** >>>> Class [34 rock] IoU: 10.02
[2024-08-26 16:25:29,018][    INFO] ***** Evaluation ***** >>>> Class [35 wardrobe] IoU: 15.40
[2024-08-26 16:25:29,018][    INFO] ***** Evaluation ***** >>>> Class [36 lamp] IoU: 0.34
[2024-08-26 16:25:29,018][    INFO] ***** Evaluation ***** >>>> Class [37 bathtub] IoU: 44.41
[2024-08-26 16:25:29,018][    INFO] ***** Evaluation ***** >>>> Class [38 railing] IoU: 0.19
[2024-08-26 16:25:29,018][    INFO] ***** Evaluation ***** >>>> Class [39 cushion] IoU: 2.98
[2024-08-26 16:25:29,018][    INFO] ***** Evaluation ***** >>>> Class [40 base] IoU: 0.18
[2024-08-26 16:25:29,018][    INFO] ***** Evaluation ***** >>>> Class [41 box] IoU: 0.00
[2024-08-26 16:25:29,018][    INFO] ***** Evaluation ***** >>>> Class [42 column] IoU: 0.00
[2024-08-26 16:25:29,018][    INFO] ***** Evaluation ***** >>>> Class [43 signboard] IoU: 2.75
[2024-08-26 16:25:29,018][    INFO] ***** Evaluation ***** >>>> Class [44 chest of drawers] IoU: 0.76
[2024-08-26 16:25:29,018][    INFO] ***** Evaluation ***** >>>> Class [45 counter] IoU: 0.14
[2024-08-26 16:25:29,018][    INFO] ***** Evaluation ***** >>>> Class [46 sand] IoU: 26.97
[2024-08-26 16:25:29,018][    INFO] ***** Evaluation ***** >>>> Class [47 sink] IoU: 0.39
[2024-08-26 16:25:29,018][    INFO] ***** Evaluation ***** >>>> Class [48 skyscraper] IoU: 28.00
[2024-08-26 16:25:29,018][    INFO] ***** Evaluation ***** >>>> Class [49 fireplace] IoU: 0.10
[2024-08-26 16:25:29,018][    INFO] ***** Evaluation ***** >>>> Class [50 refrigerator] IoU: 0.29
[2024-08-26 16:25:29,018][    INFO] ***** Evaluation ***** >>>> Class [51 grandstand] IoU: 0.00
[2024-08-26 16:25:29,018][    INFO] ***** Evaluation ***** >>>> Class [52 path] IoU: 6.02
[2024-08-26 16:25:29,018][    INFO] ***** Evaluation ***** >>>> Class [53 stairs] IoU: 0.00
[2024-08-26 16:25:29,018][    INFO] ***** Evaluation ***** >>>> Class [54 runway] IoU: 0.00
[2024-08-26 16:25:29,018][    INFO] ***** Evaluation ***** >>>> Class [55 case] IoU: 0.00
[2024-08-26 16:25:29,018][    INFO] ***** Evaluation ***** >>>> Class [56 pool table] IoU: 78.25
[2024-08-26 16:25:29,018][    INFO] ***** Evaluation ***** >>>> Class [57 pillow] IoU: 24.32
[2024-08-26 16:25:29,018][    INFO] ***** Evaluation ***** >>>> Class [58 screen door] IoU: 0.07
[2024-08-26 16:25:29,019][    INFO] ***** Evaluation ***** >>>> Class [59 stairway] IoU: 0.01
[2024-08-26 16:25:29,019][    INFO] ***** Evaluation ***** >>>> Class [60 river] IoU: 0.15
[2024-08-26 16:25:29,019][    INFO] ***** Evaluation ***** >>>> Class [61 bridge] IoU: 0.00
[2024-08-26 16:25:29,019][    INFO] ***** Evaluation ***** >>>> Class [62 bookcase] IoU: 0.01
[2024-08-26 16:25:29,019][    INFO] ***** Evaluation ***** >>>> Class [63 blind] IoU: 0.00
[2024-08-26 16:25:29,019][    INFO] ***** Evaluation ***** >>>> Class [64 coffee table] IoU: 0.95
[2024-08-26 16:25:29,019][    INFO] ***** Evaluation ***** >>>> Class [65 toilet] IoU: 27.01
[2024-08-26 16:25:29,019][    INFO] ***** Evaluation ***** >>>> Class [66 flower] IoU: 0.01
[2024-08-26 16:25:29,019][    INFO] ***** Evaluation ***** >>>> Class [67 book] IoU: 2.30
[2024-08-26 16:25:29,019][    INFO] ***** Evaluation ***** >>>> Class [68 hill] IoU: 0.01
[2024-08-26 16:25:29,019][    INFO] ***** Evaluation ***** >>>> Class [69 bench] IoU: 0.00
[2024-08-26 16:25:29,019][    INFO] ***** Evaluation ***** >>>> Class [70 countertop] IoU: 0.04
[2024-08-26 16:25:29,019][    INFO] ***** Evaluation ***** >>>> Class [71 stove] IoU: 0.04
[2024-08-26 16:25:29,019][    INFO] ***** Evaluation ***** >>>> Class [72 palm] IoU: 0.00
[2024-08-26 16:25:29,019][    INFO] ***** Evaluation ***** >>>> Class [73 kitchen island] IoU: 0.34
[2024-08-26 16:25:29,019][    INFO] ***** Evaluation ***** >>>> Class [74 computer] IoU: 0.68
[2024-08-26 16:25:29,019][    INFO] ***** Evaluation ***** >>>> Class [75 swivel chair] IoU: 0.00
[2024-08-26 16:25:29,019][    INFO] ***** Evaluation ***** >>>> Class [76 boat] IoU: 6.09
[2024-08-26 16:25:29,019][    INFO] ***** Evaluation ***** >>>> Class [77 bar] IoU: 0.00
